ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve
SMUP,SMR,1.979481,185,ols,0.179618,35000,0.179618,False,False,12.895000457763672,0.179618,1.0,False,True,False,False,False,False,False,False,False,2.03272,2.018008,1.271281,1.227104,1.030351,1.050625,0.015,rex_shares,0.0,0.03595,1.079384,1.120284,True,1.220261,1.091663,1.040643,0.49487025,0.5938443,0.5,0.5938443,bucket_1,,False,0.179618,ETF_LS,9569.896567868489,-4834.548332552062,9569.896567868489,-4834.548332552062,19880.757608704087,0.0,-0.0,19880.757608704087,core_leveraged
GLXU,GLXY,2.010478,176,ols,0.108969,50000,0.108969,False,False,9.600099563598633,0.108969,1.0,False,True,False,False,False,False,False,False,False,1.858192,1.827203,1.0557,1.036225,0.890067,0.891036,0.015,rex_shares,0.0,0.03595,0.856041,0.857794,True,0.995485,0.946731,0.886516,0.5026195,0.6031434,0.5026195,0.6031434,bucket_1,,False,0.108969,ETF_LS,9386.06827969242,-4668.575472943459,9386.06827969242,-4668.575472943459,9386.06827969242,0.0,-0.0,9386.06827969242,core_leveraged
AFRU,AFRM,1.958963,150,ols,0.174737,6000,0.174737,False,False,9.640199661254885,0.174737,1.0,False,True,False,False,False,False,False,False,False,1.244804,1.235991,0.608093,0.589716,0.643712,0.645395,0.015,rex_shares,0.0,0.03595,0.438682,0.44072,True,0.539522,0.4333559999999999,0.3647849999999999,0.48974075,0.5876889,0.5,0.5876889,bucket_1,,False,0.174737,ETF_LS,968.9973083864953,-494.64809104944567,968.9973083864953,-494.64809104944567,968.9973083864953,0.0,-0.0,968.9973083864953,core_leveraged
KTUP,KTOS,2.02999,150,ols,0.234169,15000,0.234169,False,False,14.314800262451172,0.234169,1.0,False,True,False,False,False,False,False,False,False,1.548044,1.542417,0.802878,0.771816,0.673649,0.674794,0.015,rex_shares,0.0,0.03595,0.52645,0.528064,True,0.69099,0.568709,0.456821,0.5074975,0.608997,0.5074975,0.608997,bucket_1,,False,0.234169,ETF_LS,780.2397990818042,-384.35647421012135,780.2397990818042,-384.35647421012135,780.2397990818042,0.0,-0.0,780.2397990818042,core_leveraged
TTDU,TTD,1.998627,149,ols,0.137033,2000,0.137033,False,False,4.954999923706055,0.137033,1.0,False,True,False,False,False,False,False,False,False,1.034554,1.037756,0.506849,0.512696,0.716192,0.658076,0.015,rex_shares,0.0,0.03595,0.562776,0.483073,True,0.529708,0.369816,0.3926749999999999,0.49965675,0.5995881,0.5,0.5995881,bucket_1,,False,0.137033,ETF_LS,2304.887753359682,-1153.2355729006374,2304.887753359682,-1153.2355729006374,2304.887753359682,0.0,-0.0,2304.887753359682,core_leveraged
BMNU,BMNR,1.949894,142,ols,0.274472,450000,0.274472,False,False,2.289999961853028,0.274472,1.0,False,True,False,False,False,False,False,False,False,2.009887,1.991599,1.577196,1.540479,1.049124,1.027282,0.015,rex_shares,0.0,0.03595,1.068467,1.026466,True,1.355132,1.302724,1.08066,0.4874735,0.5849681999999999,0.5,0.5849681999999999,bucket_1,,False,0.274472,ETF_LS,7650.476674097995,-3923.5346506517762,7650.476674097995,-3923.5346506517762,15602.3447061927,0.0,-0.0,15602.3447061927,core_leveraged
SBTU,SBET,2.023591,125,ols,0.097647,55000,0.097647,False,False,4.2399001121521,0.097647,1.0,False,True,False,False,False,False,False,False,False,1.734989,1.703923,0.864982,0.817635,0.857381,0.842029,0.015,rex_shares,0.0,0.03595,0.813118,0.786098,True,0.838844,0.767335,0.741197,0.50589775,0.6070773,0.50589775,0.6070773,bucket_1,,False,0.097647,ETF_LS,7800.538420968067,-3854.7999180506663,7800.538420968067,-3854.7999180506663,7800.538420968067,0.0,-0.0,7800.538420968067,core_leveraged
CIFU,CIFR,1.991693,102,ols,0.452086,10000,0.452086,False,False,24.3799991607666,0.452086,1.0,False,False,True,False,False,True,True,False,False,2.050319,2.067508,1.345954,1.287688,1.071283,1.085993,0.015,rex_shares,0.0,0.03595,1.184038,1.215377,True,1.249575,0.8938680000000001,0.7974890000000001,0.49792325,0.5975079,0.5,0.5975079,bucket_1,,False,0.452086,ETF_LS,0.0,0.0,0.0,0.0,4643.959754023491,0.0,-0.0,4643.959754023491,
SOLX,GSOL,1.966789,95,ols,0.049886,100,0.049886,False,False,9.625,0.049886,1.0,False,True,False,False,False,False,False,True,False,1.520429,1.47791,0.845565,0.828003,0.845708,0.851289,0.015,rex_shares,0.0,0.03595,0.729743,0.738747,True,0.773406,0.795679,0.72352,0.49169725,0.5900367,0.5,0.5900367,bucket_1,,False,0.049886,ETF_LS,8832.394287959878,-4490.768602000458,8832.394287959878,-4490.768602000458,8832.394287959878,0.0,-0.0,8832.394287959878,core_leveraged
XRPK,XRPZ,1.961578,95,ols,,0,,False,True,8.729999542236328,,1.0,False,False,False,False,False,False,False,True,False,1.604052,1.541705,1.076129,1.034701,0.781799,0.781214,0.015,rex_shares,0.0,0.03595,0.626004,0.625141,True,0.795694,1.076129,0.795694,0.4903945,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,11058.102023217907,-5637.350145249338,11058.102023217907,-5637.350145249338,35507.2522248552,0.0,-0.0,35507.2522248552,core_leveraged
XRPT,XRPZ,2.015265,101,ols,0.09355,40000,0.09355,False,False,46.625,0.09355,1.0,False,True,False,False,False,False,False,False,False,1.568018,1.557428,0.793959,0.822733,0.781799,0.781214,0.0094,yfinance,0.0,0.03595,0.671175,0.670239,True,0.720386,0.700409,0.626836,0.50381625,0.6045794999999999,0.50381625,0.6045794999999999,bucket_1,,False,0.09355,ETF_LS,6437.949457083313,-3194.5920050630134,6437.949457083313,-3194.5920050630134,35507.2522248552,0.0,-0.0,35507.2522248552,core_leveraged
GMEU,GME,1.964943,249,ols,0.385135,10000,0.385135,False,False,12.255999565124512,0.385135,1.0,False,False,True,False,False,True,True,False,False,0.957348,0.877649,0.606288,0.587518,0.458353,0.444256,0.015,yfinance,0.0,0.03595,0.248859,0.236796,True,0.602033,0.221153,0.216898,0.49123575,0.5894829,0.5,0.5894829,bucket_1,,False,0.385135,ETF_LS,0.0,0.0,0.0,0.0,2687.458038108295,0.0,-0.0,2687.458038108295,
APPX,APP,1.987311,248,ols,0.0325919999999999,500000,0.0325919999999999,False,False,38.419898986816406,0.0325919999999999,1.0,False,True,False,False,False,False,False,False,False,1.479934,1.414865,0.654523,0.644134,0.723465,0.712159,0.013,tradr,0.0,0.03595,0.561975,0.546052,True,0.653054,0.621931,0.6204620000000001,0.49682775,0.5961933,0.5,0.5961933,bucket_1,,False,0.0325919999999999,ETF_LS,7938.080016297435,-3994.3823670766355,7938.080016297435,-3994.3823670766355,7938.080016297435,0.0,-0.0,7938.080016297435,core_leveraged
ARCX,ACHR,1.983336,217,ols,0.104375,25000,0.104375,False,False,19.80990028381348,0.104375,1.0,False,True,False,False,False,False,False,False,False,1.436833,1.427542,0.701017,0.654115,0.763995,0.772308,0.013,tradr,0.0,0.03595,0.61753,0.629984,True,0.689422,0.596642,0.585047,0.495834,0.5950008,0.5,0.5950008,bucket_1,,False,0.104375,ETF_LS,5630.230882920232,-2838.7680569102927,5630.230882920232,-2838.7680569102927,5630.230882920232,0.0,-0.0,5630.230882920232,core_leveraged
ASTX,ASTS,1.990717,196,ols,0.101637,90000,0.101637,False,False,34.941200256347656,0.101637,1.0,False,True,False,False,False,False,False,False,False,2.042519,2.054391,1.211146,1.194735,0.977377,0.984136,0.013,tradr,0.0,0.03595,0.990622,1.003695,True,1.162141,1.109509,1.060504,0.49767925,0.5972151,0.5,0.5972151,bucket_1,,False,0.101637,ETF_LS,11830.705644091797,-5942.936963964138,11830.705644091797,-5942.936963964138,11830.705644091797,0.0,-0.0,11830.705644091797,core_leveraged
BEX,BE,1.980493,108,ols,0.0800189999999999,100000,0.0800189999999999,False,False,45.5,0.0800189999999999,1.0,False,True,False,False,False,False,False,False,False,2.177261,2.178275,1.249812,1.165462,1.015754,1.020487,0.013,tradr,0.0,0.03595,1.050012,1.059369,True,1.135641,1.169793,1.0556219999999998,0.49512325,0.5941479,0.5,0.5941479,bucket_1,,False,0.0800189999999999,ETF_LS,12333.833894625723,-6227.658413650401,12333.833894625723,-6227.658413650401,12333.833894625723,0.0,-0.0,12333.833894625723,core_leveraged
CEGX,CEG,1.986745,196,ols,0.119603,20000,0.119603,False,False,16.391399383544922,0.119603,1.0,False,True,False,False,False,False,False,False,False,0.937019,0.926446,0.322946,0.31857,0.46059,0.460169,0.013,tradr,0.0,0.03595,0.256417,0.256037,True,0.308162,0.203343,0.1885589999999999,0.49668625,0.5960234999999999,0.5,0.5960234999999999,bucket_1,,False,0.119603,ETF_LS,774.6747120967361,-389.9215611951892,774.6747120967361,-389.9215611951892,774.6747120967361,0.0,-0.0,774.6747120967361,core_leveraged
CLSX,CLSK,1.999769,150,ols,0.107212,90000,0.107212,False,False,17.1299991607666,0.107212,1.0,False,True,False,False,False,False,False,False,False,1.9938,2.000924,1.245848,1.192747,0.883198,0.892792,0.013,tradr,0.0,0.03595,0.82871,0.845743,True,1.077006,1.138636,0.969794,0.49994225,0.5999306999999999,0.5,0.5999306999999999,bucket_1,,False,0.107212,ETF_LS,10510.87398934071,-5256.044067760181,10510.87398934071,-5256.044067760181,10510.87398934071,0.0,-0.0,10510.87398934071,core_leveraged
COZX,CORZ,2.037616,114,ols,0.043656,20000,0.043656,False,False,17.43000030517578,0.043656,1.0,False,True,False,False,False,False,False,False,False,1.409114,1.406911,0.735826,0.669042,0.702377,0.716136,0.013,tradr,0.0,0.03595,0.571821,0.592453,True,0.646014,0.69217,0.602358,0.509404,0.6112848,0.509404,0.6112848,bucket_1,,False,0.043656,ETF_LS,7397.6757737571215,-3630.5544193592523,7397.6757737571215,-3630.5544193592523,7397.6757737571215,0.0,-0.0,7397.6757737571215,core_leveraged
CRDU,CRDO,1.9957,150,ols,0.098803,250000,0.098803,False,False,56.334999084472656,0.098803,1.0,False,True,False,False,False,False,False,False,False,1.815504,1.820145,0.952008,1.010334,0.819494,0.819804,0.013,tradr,0.0,0.03595,0.71604,0.716545,True,0.856497,0.853205,0.757694,0.498925,0.59871,0.5,0.59871,bucket_1,,False,0.098803,ETF_LS,7996.180737417412,-4006.704783994294,7996.180737417412,-4006.704783994294,7996.180737417412,0.0,-0.0,7996.180737417412,core_leveraged
CSEX,CLS,1.997314,108,ols,0.054063,40000,0.054063,False,False,27.15069961547852,0.054063,1.0,False,True,False,False,False,False,False,False,False,1.520937,1.493063,0.631929,0.581463,0.675822,0.670015,0.013,tradr,0.0,0.03595,0.50375,0.495966,True,0.558684,0.577866,0.504621,0.4993285,0.5991942,0.5,0.5991942,bucket_1,,False,0.054063,ETF_LS,5886.753817693682,-2947.3351799935726,5886.753817693682,-2947.3351799935726,5886.753817693682,0.0,-0.0,5886.753817693682,core_leveraged
CWVX,CRWV,1.989121,196,ols,0.096802,150000,0.096802,False,False,44.09000015258789,0.096802,1.0,False,True,False,False,False,False,False,False,False,1.952805,1.919457,0.936001,0.923318,1.058953,1.073609,0.013,tradr,0.0,0.03595,1.151707,1.182454,True,0.983936,0.839199,0.8871340000000001,0.49728025,0.5967363,0.5,0.5967363,bucket_1,,False,0.096802,ETF_LS,9720.481263880585,-4886.822502945062,9720.481263880585,-4886.822502945062,31042.804490835017,0.0,-0.0,31042.804490835017,core_leveraged
DOGD,DDOG,1.923283,172,ols,,0,,False,True,13.859999656677246,,1.0,False,False,False,False,False,False,False,True,False,1.132182,1.166337,0.877241,0.854023,0.534363,0.546025,0.013,tradr,0.0,0.03595,0.299717,0.310904,True,0.6939,0.877241,0.6939,0.48082075,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,9765.323168124183,-5077.423950674021,9765.323168124183,-5077.423950674021,9765.323168124183,0.0,-0.0,9765.323168124183,core_leveraged
ENPX,ENPH,2.005355,148,ols,,0,,False,True,11.270000457763672,,1.0,False,False,False,False,False,False,False,True,False,1.47063,1.600038,0.966738,0.945343,0.80552,0.813664,0.013,tradr,0.0,0.03595,0.703226,0.716519,True,0.857987,0.966738,0.857987,0.50133875,1.0,0.50133875,1.0,bucket_1,,False,,ETF_LS,11828.880096546178,-5898.646422476906,11828.880096546178,-5898.646422476906,11828.880096546178,0.0,-0.0,11828.880096546178,core_leveraged
FLYT,FLY,1.99544,123,ols,0.1950339999999999,20000,0.1950339999999999,False,False,31.030000686645508,0.1950339999999999,1.0,False,True,False,False,False,False,False,False,False,2.276401,2.330986,1.485539,1.442937,1.091056,1.095144,0.013,tradr,0.0,0.03595,1.231059,1.239935,True,1.355269,1.290505,1.160235,0.49886,0.598632,0.5,0.598632,bucket_1,,False,0.1950339999999999,ETF_LS,10704.582625721352,-5364.522423987367,10704.582625721352,-5364.522423987367,10704.582625721352,0.0,-0.0,10704.582625721352,core_leveraged
GEVX,GEV,1.999037,196,ols,0.060453,8000,0.060453,False,False,83.59500122070312,0.060453,1.0,False,True,False,False,False,False,False,False,False,0.999109,1.027754,0.328931,0.324474,0.478833,0.480896,0.013,tradr,0.0,0.03595,0.277865,0.279842,True,0.317583,0.268478,0.25713,0.49975925,0.5997110999999999,0.5,0.5997110999999999,bucket_1,,False,0.060453,ETF_LS,2531.908221591855,-1266.5639613433145,2531.908221591855,-1266.5639613433145,4797.054913318237,0.0,-0.0,4797.054913318237,core_leveraged
IREX,IREN,1.982388,123,ols,0.306569,10000,0.306569,False,False,32.349998474121094,0.306569,1.0,False,True,False,False,False,False,False,False,False,2.148357,2.127675,1.374416,1.328718,0.971526,0.970937,0.013,tradr,0.0,0.03595,0.967391,0.966277,True,1.166058,1.067847,0.8594890000000001,0.495597,0.5947164,0.5,0.5947164,bucket_1,,False,0.306569,ETF_LS,3953.4424375926305,-1994.282873782847,3953.4424375926305,-1994.282873782847,21119.698988828117,0.0,-0.0,21119.698988828117,core_leveraged
JOBX,JOBY,1.979563,155,ols,0.258631,25000,0.258631,False,False,21.649999618530277,0.258631,1.0,False,True,False,False,False,False,False,False,False,1.420068,1.399419,0.746193,0.680208,0.780918,0.80132,0.013,tradr,0.0,0.03595,0.639481,0.670779,True,0.705117,0.487562,0.446486,0.49489075,0.5938688999999999,0.5,0.5938688999999999,bucket_1,,False,0.258631,ETF_LS,773.7348371377225,-390.8614361542029,773.7348371377225,-390.8614361542029,773.7348371377225,0.0,-0.0,773.7348371377225,core_leveraged
LABX,ALAB,1.996149,174,ols,0.024582,250000,0.024582,False,False,43.0,0.024582,1.0,False,True,False,False,False,False,False,False,False,1.883669,1.806417,0.977254,0.973641,0.899108,0.903862,0.013,tradr,0.0,0.03595,0.852543,0.861065,True,0.938653,0.952672,0.914071,0.49903725,0.5988447,0.5,0.5988447,bucket_1,,False,0.024582,ETF_LS,11925.377724714817,-5974.192169379548,11925.377724714817,-5974.192169379548,11925.377724714817,0.0,-0.0,11925.377724714817,core_leveraged
LRCU,LRCX,2.036207,169,ols,0.078789,35000,0.078789,False,False,45.53010177612305,0.078789,1.0,False,True,False,False,False,False,False,False,False,1.103641,1.096168,0.443458,0.44083,0.491901,0.485932,0.013,tradr,0.0,0.03595,0.305518,0.299361,True,0.398025,0.364669,0.319236,0.50905175,0.6108621,0.50905175,0.6108621,bucket_1,,False,0.078789,ETF_LS,2857.990414688405,-1403.5853990721007,2857.990414688405,-1403.5853990721007,2857.990414688405,0.0,-0.0,2857.990414688405,core_leveraged
MDBX,MDB,1.964739,167,ols,,0,,False,True,18.093900680541992,,1.0,False,False,False,False,False,False,False,True,False,1.44299,1.51781,0.931,0.916085,0.655297,0.681529,0.013,tradr,0.0,0.03595,0.454651,0.487886,True,0.770327,0.931,0.770327,0.49118475,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,10727.970689326981,-5460.252323248524,10727.970689326981,-5460.252323248524,10727.970689326981,0.0,-0.0,10727.970689326981,core_leveraged
NEBX,NBIS,1.998105,155,ols,0.072344,95000,0.072344,False,False,72.61000061035156,0.072344,1.0,False,True,False,False,False,False,False,False,False,1.823291,1.850525,1.03318,0.949962,0.965715,1.0138,0.013,tradr,0.0,0.03595,0.978838,1.073753,True,1.012263,0.960836,0.939919,0.49952625,0.5994315,0.5,0.5994315,bucket_1,,False,0.072344,ETF_LS,11025.770958499834,-5518.113892162742,11025.770958499834,-5518.113892162742,31754.393827712418,0.0,-0.0,31754.393827712418,core_leveraged
NNEX,NNE,1.898092,108,ols,,0,,False,True,6.269999980926514,,1.0,False,False,False,False,False,False,False,True,False,1.643316,1.641402,1.321116,1.223857,0.942846,0.966868,0.013,tradr,0.0,0.03595,0.802973,0.842074,True,1.025034,1.321116,1.025034,0.474523,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,14083.747020624052,-7419.949623423971,14083.747020624052,-7419.949623423971,14083.747020624052,0.0,-0.0,14083.747020624052,core_leveraged
NVTX,NVTS,2.003945,155,ols,0.247326,30000,0.247326,False,False,72.94499969482422,0.247326,1.0,False,True,False,False,False,False,False,False,False,2.329529,2.486044,1.670546,1.650015,1.523337,2.051197,0.013,tradr,0.0,0.03595,2.383397,4.281431,True,1.944937,1.4232200000000002,1.697611,0.50098625,0.6011835,0.50098625,0.6011835,bucket_1,,False,0.247326,ETF_LS,16274.129013498701,-8121.045744019273,16274.129013498701,-8121.045744019273,16274.129013498701,0.0,-0.0,16274.129013498701,core_leveraged
OPEX,OPEN,1.996252,123,ols,0.306518,25000,0.306518,False,False,28.020000457763672,0.306518,1.0,False,True,False,False,False,False,False,False,False,1.781272,1.819958,1.095489,1.028007,1.49955,1.64945,0.013,tradr,0.0,0.03595,2.284839,2.754224,True,1.704323,0.7889709999999999,1.397805,0.499063,0.5988756,0.5,0.5988756,bucket_1,,False,0.306518,ETF_LS,10892.248777215407,-5456.349587735119,10892.248777215407,-5456.349587735119,28860.276261127954,0.0,-0.0,28860.276261127954,core_leveraged
PONX,PONY,2.006288,155,ols,0.281392,100000,0.281392,False,False,9.0649995803833,0.281392,1.0,False,True,False,False,False,False,False,False,False,1.591651,1.604119,0.825818,0.807636,1.159873,1.255925,0.013,tradr,0.0,0.03595,1.407197,1.641432,True,1.049603,0.5444260000000001,0.7682110000000001,0.501572,0.6018864,0.501572,0.6018864,bucket_1,,False,0.281392,ETF_LS,3423.12318566501,-1706.197308494598,3423.12318566501,-1706.197308494598,3423.12318566501,0.0,-0.0,3423.12318566501,core_leveraged
QBTX,QBTS,1.991412,248,ols,0.102261,200000,0.102261,False,False,15.550000190734863,0.102261,1.0,False,True,False,False,False,False,False,False,False,2.161796,2.379169,1.40587,1.383554,1.124948,1.191806,0.013,tradr,0.0,0.03595,1.297894,1.450798,True,1.404156,1.303609,1.301895,0.497853,0.5974235999999999,0.5,0.5974235999999999,bucket_1,,False,0.102261,ETF_LS,14927.050928358902,-7495.712051729577,14927.050928358902,-7495.712051729577,34166.93566283431,0.0,-0.0,34166.93566283431,core_leveraged
QUBX,QUBT,1.967518,208,ols,0.253409,30000,0.253409,False,False,14.574000358581545,0.253409,1.0,False,True,False,False,False,False,False,False,False,1.898869,1.946924,1.211118,1.203208,1.087427,1.139685,0.013,tradr,0.0,0.03595,1.173289,1.284064,True,1.204513,0.957709,0.951104,0.4918795,0.5902554,0.5,0.5902554,bucket_1,,False,0.253409,ETF_LS,6513.058124279343,-3310.291506496684,6513.058124279343,-3310.291506496684,6513.058124279343,0.0,-0.0,6513.058124279343,core_leveraged
RGTU,RGTI,1.98754,208,ols,0.425896,30000,0.425896,False,False,23.6299991607666,0.425896,1.0,False,False,True,False,False,True,True,False,False,1.998307,2.092943,1.234214,1.22976,1.043588,1.077033,0.013,tradr,0.0,0.03595,1.117308,1.186912,True,1.213802,0.8083179999999999,0.787906,0.496885,0.596262,0.5,0.596262,bucket_1,,False,0.425896,ETF_LS,0.0,0.0,0.0,0.0,8813.639448620073,0.0,-0.0,8813.639448620073,
SMU,SMR,1.983916,196,ols,0.16844,20000,0.16844,False,False,16.860000610351562,0.16844,1.0,False,True,False,False,False,False,False,False,False,2.033798,2.026164,1.290021,1.272541,1.030351,1.050625,0.013,tradr,0.0,0.03595,1.08452,1.125697,True,1.244354,1.1215810000000002,1.075914,0.495979,0.5951748,0.5,0.5951748,bucket_1,,False,0.16844,ETF_LS,10310.861040835596,-5197.226616870672,10310.861040835596,-5197.226616870672,19880.757608704087,0.0,-0.0,19880.757608704087,core_leveraged
SNPX,SNPS,1.82836,108,ols,,0,,False,True,24.549999237060547,,1.0,False,False,False,False,False,False,False,True,False,0.779886,0.775731,0.721068,0.687979,0.613672,0.557505,0.013,tradr,0.0,0.03595,0.327962,0.278148,True,0.496436,0.721068,0.496436,0.45709,1.0,0.5,1.0,bucket_1,,False,,ETF_LS,7240.849899295048,-3960.297698098322,7240.849899295048,-3960.297698098322,7240.849899295048,0.0,-0.0,7240.849899295048,core_leveraged
SRPU,SRPT,1.965141,123,ols,0.126025,3000,0.126025,False,False,10.837499618530272,0.126025,1.0,False,True,False,False,False,False,False,False,False,2.174815,1.898258,1.394019,1.354035,1.184794,1.083357,0.013,tradr,0.0,0.03595,1.378887,1.160703,True,1.386273,1.2679939999999998,1.260248,0.49128525,0.5895423,0.5,0.5895423,bucket_1,,False,0.126025,ETF_LS,13801.984422548694,-7023.406677967991,13801.984422548694,-7023.406677967991,13801.984422548694,0.0,-0.0,13801.984422548694,core_leveraged
